"vtkOriginalPointIds","Points:0","Points:1","Points:2"
1518,-0.11472,0.1311,0
1520,-0.098327,0.1311,-0.016388
1521,-0.1311,0.1311,-0.016388
1523,-0.081939,0.1311,0
1524,-0.065551,0.1311,-0.016388
1532,-0.049164,0.1311,-0.032776
1533,-0.032776,0.1311,-0.049164
1535,-0.016388,0.1311,-0.032776
1536,0,0.1311,-0.049164
1544,-0.049164,0.1311,0
1545,-0.032776,0.1311,-0.016388
1547,-0.016388,0.1311,0
1548,0,0.1311,-0.016388
1624,0.016388,0.1311,-0.1311
1626,0.016388,0.1311,-0.098327
1627,0.032776,0.1311,-0.11472
1629,0.049164,0.1311,-0.1311
1631,0.049164,0.1311,-0.098327
1632,0.065551,0.1311,-0.11472
1640,0.016388,0.1311,-0.065551
1641,0.032776,0.1311,-0.081939
1643,0.049164,0.1311,-0.065551
1644,0.065551,0.1311,-0.081939
1656,0.081939,0.1311,-0.1311
1658,0.081939,0.1311,-0.098327
1659,0.098327,0.1311,-0.11472
1661,0.11472,0.1311,-0.1311
1663,0.11472,0.1311,-0.098327
1664,0.1311,0.1311,-0.11472
1672,0.081939,0.1311,-0.065551
1673,0.098327,0.1311,-0.081939
1675,0.11472,0.1311,-0.065551
1676,0.1311,0.1311,-0.081939
1732,0.016388,0.1311,-0.032776
1733,0.032776,0.1311,-0.049164
1735,0.049164,0.1311,-0.032776
1736,0.065551,0.1311,-0.049164
1744,0.016388,0.1311,0
1745,0.032776,0.1311,-0.016388
1747,0.049164,0.1311,0
1748,0.065551,0.1311,-0.016388
1756,0.081939,0.1311,-0.032776
1757,0.098327,0.1311,-0.049164
1759,0.11472,0.1311,-0.032776
1760,0.1311,0.1311,-0.049164
1768,0.081939,0.1311,0
1769,0.098327,0.1311,-0.016388
1771,0.11472,0.1311,0
1772,0.1311,0.1311,-0.016388
2322,-0.11472,0.1311,0.032776
2324,-0.098327,0.1311,0.016388
2325,-0.1311,0.1311,0.016388
2327,-0.081939,0.1311,0.032776
2328,-0.065551,0.1311,0.016388
2338,-0.11472,0.1311,0.065551
2340,-0.098327,0.1311,0.049164
2341,-0.1311,0.1311,0.049164
2343,-0.081939,0.1311,0.065551
2344,-0.065551,0.1311,0.049164
2352,-0.049164,0.1311,0.032776
2353,-0.032776,0.1311,0.016388
2355,-0.016388,0.1311,0.032776
2356,0,0.1311,0.016388
2364,-0.049164,0.1311,0.065551
2365,-0.032776,0.1311,0.049164
2367,-0.016388,0.1311,0.065551
2368,0,0.1311,0.049164
2434,-0.11472,0.1311,0.098327
2436,-0.098327,0.1311,0.081939
2437,-0.1311,0.1311,0.081939
2439,-0.081939,0.1311,0.098327
2440,-0.065551,0.1311,0.081939
2450,-0.11472,0.1311,0.1311
2452,-0.098327,0.1311,0.11472
2453,-0.1311,0.1311,0.11472
2455,-0.081939,0.1311,0.1311
2456,-0.065551,0.1311,0.11472
2464,-0.049164,0.1311,0.098327
2465,-0.032776,0.1311,0.081939
2467,-0.016388,0.1311,0.098327
2468,0,0.1311,0.081939
2476,-0.049164,0.1311,0.1311
2477,-0.032776,0.1311,0.11472
2479,-0.016388,0.1311,0.1311
2480,0,0.1311,0.11472
2536,0.016388,0.1311,0.032776
2537,0.032776,0.1311,0.016388
2539,0.049164,0.1311,0.032776
2540,0.065551,0.1311,0.016388
2548,0.016388,0.1311,0.065551
2549,0.032776,0.1311,0.049164
2551,0.049164,0.1311,0.065551
2552,0.065551,0.1311,0.049164
2560,0.081939,0.1311,0.032776
2561,0.098327,0.1311,0.016388
2563,0.11472,0.1311,0.032776
2564,0.1311,0.1311,0.016388
2572,0.081939,0.1311,0.065551
2573,0.098327,0.1311,0.049164
2575,0.11472,0.1311,0.065551
2576,0.1311,0.1311,0.049164
2632,0.016388,0.1311,0.098327
2633,0.032776,0.1311,0.081939
2635,0.049164,0.1311,0.098327
2636,0.065551,0.1311,0.081939
2644,0.016388,0.1311,0.1311
2645,0.032776,0.1311,0.11472
2647,0.049164,0.1311,0.1311
2648,0.065551,0.1311,0.11472
2656,0.081939,0.1311,0.098327
2657,0.098327,0.1311,0.081939
2659,0.11472,0.1311,0.098327
2660,0.1311,0.1311,0.081939
2668,0.081939,0.1311,0.1311
2669,0.098327,0.1311,0.11472
2671,0.11472,0.1311,0.1311
2672,0.1311,0.1311,0.11472
3208,-0.11472,0.1311,-0.11472
3213,-0.081939,0.1311,-0.11472
3223,-0.11472,0.1311,-0.081939
3227,-0.081939,0.1311,-0.081939
3239,-0.049164,0.1311,-0.11472
3243,-0.016388,0.1311,-0.11472
3252,-0.049164,0.1311,-0.081939
3255,-0.016388,0.1311,-0.081939
3317,-0.11472,0.1311,-0.049164
3321,-0.081939,0.1311,-0.049164
3331,-0.11472,0.1311,-0.016388
3335,-0.081939,0.1311,-0.016388
3344,-0.049164,0.1311,-0.049164
3347,-0.016388,0.1311,-0.049164
3356,-0.049164,0.1311,-0.016388
3359,-0.016388,0.1311,-0.016388
3427,0.016388,0.1311,-0.11472
3431,0.049164,0.1311,-0.11472
3440,0.016388,0.1311,-0.081939
3443,0.049164,0.1311,-0.081939
3455,0.081939,0.1311,-0.11472
3459,0.11472,0.1311,-0.11472
3468,0.081939,0.1311,-0.081939
3471,0.11472,0.1311,-0.081939
3528,0.016388,0.1311,-0.049164
3531,0.049164,0.1311,-0.049164
3540,0.016388,0.1311,-0.016388
3543,0.049164,0.1311,-0.016388
3552,0.081939,0.1311,-0.049164
3555,0.11472,0.1311,-0.049164
3564,0.081939,0.1311,-0.016388
3567,0.11472,0.1311,-0.016388
4061,-0.11472,0.1311,0.016388
4065,-0.081939,0.1311,0.016388
4075,-0.11472,0.1311,0.049164
4079,-0.081939,0.1311,0.049164
4088,-0.049164,0.1311,0.016388
4091,-0.016388,0.1311,0.016388
4100,-0.049164,0.1311,0.049164
4103,-0.016388,0.1311,0.049164
4165,-0.11472,0.1311,0.081939
4169,-0.081939,0.1311,0.081939
4179,-0.11472,0.1311,0.11472
4183,-0.081939,0.1311,0.11472
4192,-0.049164,0.1311,0.081939
4195,-0.016388,0.1311,0.081939
4204,-0.049164,0.1311,0.11472
4207,-0.016388,0.1311,0.11472
4264,0.016388,0.1311,0.016388
4267,0.049164,0.1311,0.016388
4276,0.016388,0.1311,0.049164
4279,0.049164,0.1311,0.049164
4288,0.081939,0.1311,0.016388
4291,0.11472,0.1311,0.016388
4300,0.081939,0.1311,0.049164
4303,0.11472,0.1311,0.049164
4360,0.016388,0.1311,0.081939
4363,0.049164,0.1311,0.081939
4372,0.016388,0.1311,0.11472
4375,0.049164,0.1311,0.11472
4384,0.081939,0.1311,0.081939
4387,0.11472,0.1311,0.081939
4396,0.081939,0.1311,0.11472
4399,0.11472,0.1311,0.11472
9229,-0.12291,0.1311,-0.1311
9232,-0.12291,0.1311,-0.11472
9234,-0.11472,0.1311,-0.12291
9235,-0.1311,0.1311,-0.12291
9237,-0.10652,0.1311,-0.1311
9239,-0.10652,0.1311,-0.11472
9240,-0.098327,0.1311,-0.12291
9250,-0.12291,0.1311,-0.098327
9252,-0.11472,0.1311,-0.10652
9253,-0.1311,0.1311,-0.10652
9255,-0.10652,0.1311,-0.098327
9256,-0.098327,0.1311,-0.10652
9268,-0.090133,0.1311,-0.1311
9270,-0.090133,0.1311,-0.11472
9271,-0.081939,0.1311,-0.12291
9273,-0.073745,0.1311,-0.1311
9275,-0.073745,0.1311,-0.11472
9276,-0.065551,0.1311,-0.12291
9284,-0.090133,0.1311,-0.098327
9285,-0.081939,0.1311,-0.10652
9287,-0.073745,0.1311,-0.098327
9288,-0.065551,0.1311,-0.10652
9354,-0.12291,0.1311,-0.081939
9356,-0.11472,0.1311,-0.090133
9357,-0.1311,0.1311,-0.090133
9359,-0.10652,0.1311,-0.081939
9360,-0.098327,0.1311,-0.090133
9370,-0.12291,0.1311,-0.065551
9372,-0.11472,0.1311,-0.073745
9373,-0.1311,0.1311,-0.073745
9375,-0.10652,0.1311,-0.065551
9376,-0.098327,0.1311,-0.073745
9384,-0.090133,0.1311,-0.081939
9385,-0.081939,0.1311,-0.090133
9387,-0.073745,0.1311,-0.081939
9388,-0.065551,0.1311,-0.090133
9396,-0.090133,0.1311,-0.065551
9397,-0.081939,0.1311,-0.073745
9399,-0.073745,0.1311,-0.065551
9400,-0.065551,0.1311,-0.073745
9476,-0.057358,0.1311,-0.1311
9478,-0.057358,0.1311,-0.11472
9479,-0.049164,0.1311,-0.12291
9481,-0.04097,0.1311,-0.1311
9483,-0.04097,0.1311,-0.11472
9484,-0.032776,0.1311,-0.12291
9492,-0.057358,0.1311,-0.098327
9493,-0.049164,0.1311,-0.10652
9495,-0.04097,0.1311,-0.098327
9496,-0.032776,0.1311,-0.10652
9508,-0.024582,0.1311,-0.1311
9510,-0.024582,0.1311,-0.11472
9511,-0.016388,0.1311,-0.12291
9513,-0.0081939,0.1311,-0.1311
9515,-0.0081939,0.1311,-0.11472
9516,0,0.1311,-0.12291
9524,-0.024582,0.1311,-0.098327
9525,-0.016388,0.1311,-0.10652
9527,-0.0081939,0.1311,-0.098327
9528,0,0.1311,-0.10652
9584,-0.057358,0.1311,-0.081939
9585,-0.049164,0.1311,-0.090133
9587,-0.04097,0.1311,-0.081939
9588,-0.032776,0.1311,-0.090133
9596,-0.057358,0.1311,-0.065551
9597,-0.049164,0.1311,-0.073745
9599,-0.04097,0.1311,-0.065551
9600,-0.032776,0.1311,-0.073745
9608,-0.024582,0.1311,-0.081939
9609,-0.016388,0.1311,-0.090133
9611,-0.0081939,0.1311,-0.081939
9612,0,0.1311,-0.090133
9620,-0.024582,0.1311,-0.065551
9621,-0.016388,0.1311,-0.073745
9623,-0.0081939,0.1311,-0.065551
9624,0,0.1311,-0.073745
10106,-0.12291,0.1311,-0.049164
10108,-0.11472,0.1311,-0.057358
10109,-0.1311,0.1311,-0.057358
10111,-0.10652,0.1311,-0.049164
10112,-0.098327,0.1311,-0.057358
10122,-0.12291,0.1311,-0.032776
10124,-0.11472,0.1311,-0.04097
10125,-0.1311,0.1311,-0.04097
10127,-0.10652,0.1311,-0.032776
10128,-0.098327,0.1311,-0.04097
10136,-0.090133,0.1311,-0.049164
10137,-0.081939,0.1311,-0.057358
10139,-0.073745,0.1311,-0.049164
10140,-0.065551,0.1311,-0.057358
10148,-0.090133,0.1311,-0.032776
10149,-0.081939,0.1311,-0.04097
10151,-0.073745,0.1311,-0.032776
10152,-0.065551,0.1311,-0.04097
10218,-0.12291,0.1311,-0.016388
10220,-0.11472,0.1311,-0.024582
10221,-0.1311,0.1311,-0.024582
10223,-0.10652,0.1311,-0.016388
10224,-0.098327,0.1311,-0.024582
10234,-0.12291,0.1311,0
10236,-0.11472,0.1311,-0.0081939
10237,-0.1311,0.1311,-0.0081939
10239,-0.10652,0.1311,0
10240,-0.098327,0.1311,-0.0081939
10248,-0.090133,0.1311,-0.016388
10249,-0.081939,0.1311,-0.024582
10251,-0.073745,0.1311,-0.016388
10252,-0.065551,0.1311,-0.024582
10260,-0.090133,0.1311,0
10261,-0.081939,0.1311,-0.0081939
10263,-0.073745,0.1311,0
10264,-0.065551,0.1311,-0.0081939
10320,-0.057358,0.1311,-0.049164
10321,-0.049164,0.1311,-0.057358
10323,-0.04097,0.1311,-0.049164
10324,-0.032776,0.1311,-0.057358
10332,-0.057358,0.1311,-0.032776
10333,-0.049164,0.1311,-0.04097
10335,-0.04097,0.1311,-0.032776
10336,-0.032776,0.1311,-0.04097
10344,-0.024582,0.1311,-0.049164
10345,-0.016388,0.1311,-0.057358
10347,-0.0081939,0.1311,-0.049164
10348,0,0.1311,-0.057358
10356,-0.024582,0.1311,-0.032776
10357,-0.016388,0.1311,-0.04097
10359,-0.0081939,0.1311,-0.032776
10360,0,0.1311,-0.04097
10416,-0.057358,0.1311,-0.016388
10417,-0.049164,0.1311,-0.024582
10419,-0.04097,0.1311,-0.016388
10420,-0.032776,0.1311,-0.024582
10428,-0.057358,0.1311,0
10429,-0.049164,0.1311,-0.0081939
10431,-0.04097,0.1311,0
10432,-0.032776,0.1311,-0.0081939
10440,-0.024582,0.1311,-0.016388
10441,-0.016388,0.1311,-0.024582
10443,-0.0081939,0.1311,-0.016388
10444,0,0.1311,-0.024582
10452,-0.024582,0.1311,0
10453,-0.016388,0.1311,-0.0081939
10455,-0.0081939,0.1311,0
10456,0,0.1311,-0.0081939
10980,0.0081939,0.1311,-0.1311
10982,0.0081939,0.1311,-0.11472
10983,0.016388,0.1311,-0.12291
10985,0.024582,0.1311,-0.1311
10987,0.024582,0.1311,-0.11472
10988,0.032776,0.1311,-0.12291
10996,0.0081939,0.1311,-0.098327
10997,0.016388,0.1311,-0.10652
10999,0.024582,0.1311,-0.098327
11000,0.032776,0.1311,-0.10652
11012,0.04097,0.1311,-0.1311
11014,0.04097,0.1311,-0.11472
11015,0.049164,0.1311,-0.12291
11017,0.057358,0.1311,-0.1311
11019,0.057358,0.1311,-0.11472
11020,0.065551,0.1311,-0.12291
11028,0.04097,0.1311,-0.098327
11029,0.049164,0.1311,-0.10652
11031,0.057358,0.1311,-0.098327
11032,0.065551,0.1311,-0.10652
11088,0.0081939,0.1311,-0.081939
11089,0.016388,0.1311,-0.090133
11091,0.024582,0.1311,-0.081939
11092,0.032776,0.1311,-0.090133
11100,0.0081939,0.1311,-0.065551
11101,0.016388,0.1311,-0.073745
11103,0.024582,0.1311,-0.065551
11104,0.032776,0.1311,-0.073745
11112,0.04097,0.1311,-0.081939
11113,0.049164,0.1311,-0.090133
11115,0.057358,0.1311,-0.081939
11116,0.065551,0.1311,-0.090133
11124,0.04097,0.1311,-0.065551
11125,0.049164,0.1311,-0.073745
11127,0.057358,0.1311,-0.065551
11128,0.065551,0.1311,-0.073745
11204,0.073745,0.1311,-0.1311
11206,0.073745,0.1311,-0.11472
11207,0.081939,0.1311,-0.12291
11209,0.090133,0.1311,-0.1311
11211,0.090133,0.1311,-0.11472
11212,0.098327,0.1311,-0.12291
11220,0.073745,0.1311,-0.098327
11221,0.081939,0.1311,-0.10652
11223,0.090133,0.1311,-0.098327
11224,0.098327,0.1311,-0.10652
11236,0.10652,0.1311,-0.1311
11238,0.10652,0.1311,-0.11472
11239,0.11472,0.1311,-0.12291
11241,0.12291,0.1311,-0.1311
11243,0.12291,0.1311,-0.11472
11244,0.1311,0.1311,-0.12291
11252,0.10652,0.1311,-0.098327
11253,0.11472,0.1311,-0.10652
11255,0.12291,0.1311,-0.098327
11256,0.1311,0.1311,-0.10652
11312,0.073745,0.1311,-0.081939
11313,0.081939,0.1311,-0.090133
11315,0.090133,0.1311,-0.081939
11316,0.098327,0.1311,-0.090133
11324,0.073745,0.1311,-0.065551
11325,0.081939,0.1311,-0.073745
11327,0.090133,0.1311,-0.065551
11328,0.098327,0.1311,-0.073745
11336,0.10652,0.1311,-0.081939
11337,0.11472,0.1311,-0.090133
11339,0.12291,0.1311,-0.081939
11340,0.1311,0.1311,-0.090133
11348,0.10652,0.1311,-0.065551
11349,0.11472,0.1311,-0.073745
11351,0.12291,0.1311,-0.065551
11352,0.1311,0.1311,-0.073745
11792,0.0081939,0.1311,-0.049164
11793,0.016388,0.1311,-0.057358
11795,0.024582,0.1311,-0.049164
11796,0.032776,0.1311,-0.057358
11804,0.0081939,0.1311,-0.032776
11805,0.016388,0.1311,-0.04097
11807,0.024582,0.1311,-0.032776
11808,0.032776,0.1311,-0.04097
11816,0.04097,0.1311,-0.049164
11817,0.049164,0.1311,-0.057358
11819,0.057358,0.1311,-0.049164
11820,0.065551,0.1311,-0.057358
11828,0.04097,0.1311,-0.032776
11829,0.049164,0.1311,-0.04097
11831,0.057358,0.1311,-0.032776
11832,0.065551,0.1311,-0.04097
11888,0.0081939,0.1311,-0.016388
11889,0.016388,0.1311,-0.024582
11891,0.024582,0.1311,-0.016388
11892,0.032776,0.1311,-0.024582
11900,0.0081939,0.1311,0
11901,0.016388,0.1311,-0.0081939
11903,0.024582,0.1311,0
11904,0.032776,0.1311,-0.0081939
11912,0.04097,0.1311,-0.016388
11913,0.049164,0.1311,-0.024582
11915,0.057358,0.1311,-0.016388
11916,0.065551,0.1311,-0.024582
11924,0.04097,0.1311,0
11925,0.049164,0.1311,-0.0081939
11927,0.057358,0.1311,0
11928,0.065551,0.1311,-0.0081939
11984,0.073745,0.1311,-0.049164
11985,0.081939,0.1311,-0.057358
11987,0.090133,0.1311,-0.049164
11988,0.098327,0.1311,-0.057358
11996,0.073745,0.1311,-0.032776
11997,0.081939,0.1311,-0.04097
11999,0.090133,0.1311,-0.032776
12000,0.098327,0.1311,-0.04097
12008,0.10652,0.1311,-0.049164
12009,0.11472,0.1311,-0.057358
12011,0.12291,0.1311,-0.049164
12012,0.1311,0.1311,-0.057358
12020,0.10652,0.1311,-0.032776
12021,0.11472,0.1311,-0.04097
12023,0.12291,0.1311,-0.032776
12024,0.1311,0.1311,-0.04097
12080,0.073745,0.1311,-0.016388
12081,0.081939,0.1311,-0.024582
12083,0.090133,0.1311,-0.016388
12084,0.098327,0.1311,-0.024582
12092,0.073745,0.1311,0
12093,0.081939,0.1311,-0.0081939
12095,0.090133,0.1311,0
12096,0.098327,0.1311,-0.0081939
12104,0.10652,0.1311,-0.016388
12105,0.11472,0.1311,-0.024582
12107,0.12291,0.1311,-0.016388
12108,0.1311,0.1311,-0.024582
12116,0.10652,0.1311,0
12117,0.11472,0.1311,-0.0081939
12119,0.12291,0.1311,0
12120,0.1311,0.1311,-0.0081939
16066,-0.12291,0.1311,0.016388
16068,-0.11472,0.1311,0.0081939
16069,-0.1311,0.1311,0.0081939
16071,-0.10652,0.1311,0.016388
16072,-0.098327,0.1311,0.0081939
16082,-0.12291,0.1311,0.032776
16084,-0.11472,0.1311,0.024582
16085,-0.1311,0.1311,0.024582
16087,-0.10652,0.1311,0.032776
16088,-0.098327,0.1311,0.024582
16096,-0.090133,0.1311,0.016388
16097,-0.081939,0.1311,0.0081939
16099,-0.073745,0.1311,0.016388
16100,-0.065551,0.1311,0.0081939
16108,-0.090133,0.1311,0.032776
16109,-0.081939,0.1311,0.024582
16111,-0.073745,0.1311,0.032776
16112,-0.065551,0.1311,0.024582
16178,-0.12291,0.1311,0.049164
16180,-0.11472,0.1311,0.04097
16181,-0.1311,0.1311,0.04097
16183,-0.10652,0.1311,0.049164
16184,-0.098327,0.1311,0.04097
16194,-0.12291,0.1311,0.065551
16196,-0.11472,0.1311,0.057358
16197,-0.1311,0.1311,0.057358
16199,-0.10652,0.1311,0.065551
16200,-0.098327,0.1311,0.057358
16208,-0.090133,0.1311,0.049164
16209,-0.081939,0.1311,0.04097
16211,-0.073745,0.1311,0.049164
16212,-0.065551,0.1311,0.04097
16220,-0.090133,0.1311,0.065551
16221,-0.081939,0.1311,0.057358
16223,-0.073745,0.1311,0.065551
16224,-0.065551,0.1311,0.057358
16280,-0.057358,0.1311,0.016388
16281,-0.049164,0.1311,0.0081939
16283,-0.04097,0.1311,0.016388
16284,-0.032776,0.1311,0.0081939
16292,-0.057358,0.1311,0.032776
16293,-0.049164,0.1311,0.024582
16295,-0.04097,0.1311,0.032776
16296,-0.032776,0.1311,0.024582
16304,-0.024582,0.1311,0.016388
16305,-0.016388,0.1311,0.0081939
16307,-0.0081939,0.1311,0.016388
16308,0,0.1311,0.0081939
16316,-0.024582,0.1311,0.032776
16317,-0.016388,0.1311,0.024582
16319,-0.0081939,0.1311,0.032776
16320,0,0.1311,0.024582
16376,-0.057358,0.1311,0.049164
16377,-0.049164,0.1311,0.04097
16379,-0.04097,0.1311,0.049164
16380,-0.032776,0.1311,0.04097
16388,-0.057358,0.1311,0.065551
16389,-0.049164,0.1311,0.057358
16391,-0.04097,0.1311,0.065551
16392,-0.032776,0.1311,0.057358
16400,-0.024582,0.1311,0.049164
16401,-0.016388,0.1311,0.04097
16403,-0.0081939,0.1311,0.049164
16404,0,0.1311,0.04097
16412,-0.024582,0.1311,0.065551
16413,-0.016388,0.1311,0.057358
16415,-0.0081939,0.1311,0.065551
16416,0,0.1311,0.057358
16898,-0.12291,0.1311,0.081939
16900,-0.11472,0.1311,0.073745
16901,-0.1311,0.1311,0.073745
16903,-0.10652,0.1311,0.081939
16904,-0.098327,0.1311,0.073745
16914,-0.12291,0.1311,0.098327
16916,-0.11472,0.1311,0.090133
16917,-0.1311,0.1311,0.090133
16919,-0.10652,0.1311,0.098327
16920,-0.098327,0.1311,0.090133
16928,-0.090133,0.1311,0.081939
16929,-0.081939,0.1311,0.073745
16931,-0.073745,0.1311,0.081939
16932,-0.065551,0.1311,0.073745
16940,-0.090133,0.1311,0.098327
16941,-0.081939,0.1311,0.090133
16943,-0.073745,0.1311,0.098327
16944,-0.065551,0.1311,0.090133
17010,-0.12291,0.1311,0.11472
17012,-0.11472,0.1311,0.10652
17013,-0.1311,0.1311,0.10652
17015,-0.10652,0.1311,0.11472
17016,-0.098327,0.1311,0.10652
17026,-0.12291,0.1311,0.1311
17028,-0.11472,0.1311,0.12291
17029,-0.1311,0.1311,0.12291
17031,-0.10652,0.1311,0.1311
17032,-0.098327,0.1311,0.12291
17040,-0.090133,0.1311,0.11472
17041,-0.081939,0.1311,0.10652
17043,-0.073745,0.1311,0.11472
17044,-0.065551,0.1311,0.10652
17052,-0.090133,0.1311,0.1311
17053,-0.081939,0.1311,0.12291
17055,-0.073745,0.1311,0.1311
17056,-0.065551,0.1311,0.12291
17112,-0.057358,0.1311,0.081939
17113,-0.049164,0.1311,0.073745
17115,-0.04097,0.1311,0.081939
17116,-0.032776,0.1311,0.073745
17124,-0.057358,0.1311,0.098327
17125,-0.049164,0.1311,0.090133
17127,-0.04097,0.1311,0.098327
17128,-0.032776,0.1311,0.090133
17136,-0.024582,0.1311,0.081939
17137,-0.016388,0.1311,0.073745
17139,-0.0081939,0.1311,0.081939
17140,0,0.1311,0.073745
17148,-0.024582,0.1311,0.098327
17149,-0.016388,0.1311,0.090133
17151,-0.0081939,0.1311,0.098327
17152,0,0.1311,0.090133
17208,-0.057358,0.1311,0.11472
17209,-0.049164,0.1311,0.10652
17211,-0.04097,0.1311,0.11472
17212,-0.032776,0.1311,0.10652
17220,-0.057358,0.1311,0.1311
17221,-0.049164,0.1311,0.12291
17223,-0.04097,0.1311,0.1311
17224,-0.032776,0.1311,0.12291
17232,-0.024582,0.1311,0.11472
17233,-0.016388,0.1311,0.10652
17235,-0.0081939,0.1311,0.11472
17236,0,0.1311,0.10652
17244,-0.024582,0.1311,0.1311
17245,-0.016388,0.1311,0.12291
17247,-0.0081939,0.1311,0.1311
17248,0,0.1311,0.12291
17688,0.0081939,0.1311,0.016388
17689,0.016388,0.1311,0.0081939
17691,0.024582,0.1311,0.016388
17692,0.032776,0.1311,0.0081939
17700,0.0081939,0.1311,0.032776
17701,0.016388,0.1311,0.024582
17703,0.024582,0.1311,0.032776
17704,0.032776,0.1311,0.024582
17712,0.04097,0.1311,0.016388
17713,0.049164,0.1311,0.0081939
17715,0.057358,0.1311,0.016388
17716,0.065551,0.1311,0.0081939
17724,0.04097,0.1311,0.032776
17725,0.049164,0.1311,0.024582
17727,0.057358,0.1311,0.032776
17728,0.065551,0.1311,0.024582
17784,0.0081939,0.1311,0.049164
17785,0.016388,0.1311,0.04097
17787,0.024582,0.1311,0.049164
17788,0.032776,0.1311,0.04097
17796,0.0081939,0.1311,0.065551
17797,0.016388,0.1311,0.057358
17799,0.024582,0.1311,0.065551
17800,0.032776,0.1311,0.057358
17808,0.04097,0.1311,0.049164
17809,0.049164,0.1311,0.04097
17811,0.057358,0.1311,0.049164
17812,0.065551,0.1311,0.04097
17820,0.04097,0.1311,0.065551
17821,0.049164,0.1311,0.057358
17823,0.057358,0.1311,0.065551
17824,0.065551,0.1311,0.057358
17880,0.073745,0.1311,0.016388
17881,0.081939,0.1311,0.0081939
17883,0.090133,0.1311,0.016388
17884,0.098327,0.1311,0.0081939
17892,0.073745,0.1311,0.032776
